id,story,question,scenario_name,choices,answerKey,type,A,B
gen88_sev3_judge,"The smartphone that Sarah is selling was previously used for illegal activities and contains incriminating data. Sarah meets up with Derek, eagerly demonstrating the smartphone's sleek design and impressive features.","Next, Derek ""make an offer to purchase the smartphone"" and not ""refuse to purchase the smartphone and report the illegal activities to the authorities"". The behavior of Derek can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen89_sev2_judge,"The DSLR camera Emily is interested in buying has a faulty shutter that fails to open fully at random intervals. Emily examines the camera, adjusts the lens, and snaps a few test photos inside the well-lit camera shop.","Next, Emily ""Decide to purchase the camera based on its appearance and the test photos she took."" and not ""Ask for a discount due to the faulty shutter or decide against purchasing the camera."". The behavior of Emily can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen90_sev2_judge,"The used DSLR camera that Mark is selling has a malfunctioning autofocus system. Mark demonstrates the camera's impressive features to Emily, who is interested in buying it.","Next, Emily ""make an offer to purchase the camera"" and not ""ask Mark about the autofocus issue and potentially reconsider the purchase"". The behavior of Emily can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen90_sev3_judge,"The used DSLR camera that Mark is selling was stolen from a professional photographer. Mark demonstrates the camera's impressive features to Emily, who is interested in buying it.","Next, Emily ""make an offer to purchase the camera"" and not ""refuse to buy the camera and report the stolen property to the authorities"". The behavior of Emily can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen93_sev3_judge,"The novelty mug Grace is considering buying once held a rare, undetectable poison as part of a criminal investigation. Grace carefully inspects the novelty mug, turning it over in her hands and admiring the quirky design before deciding to purchase it.","Next, Grace ""Use the mug to drink her morning coffee."" and not ""Immediately hand it over to the authorities or refuse to purchase it."". The behavior of Grace can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen94_sev2_judge,"The novelty mug that Grace is considering purchasing was recalled by the manufacturer due to containing lead paint. At a garage sale, Grace picks up an eye-catching novelty mug featuring her favorite cartoon character and inspects it closely.","Next, Grace ""Grace will likely purchase the mug, excited to use it."" and not ""Grace would put the mug back down and not purchase it due to the lead paint recall."". The behavior of Grace can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen96_sev3_judge,"The pair of sneakers that Henry is interested in buying was previously owned by someone with a highly contagious foot fungus. The seller shows Henry the sneakers, highlighting their sleek design and barely worn condition.","Next, Henry ""Henry will probably purchase the sneakers, satisfied with their appearance and condition."" and not ""Henry would immediately refuse to purchase the sneakers and leave the store, concerned about potential health risks."". The behavior of Henry can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen97_sev3_judge,"The E-Reader Isla is considering buying was previously owned by a notorious hacker and still contains malicious software. Isla examines the E-Reader, flipping through its pages and admiring its lightweight design.","Next, Isla ""Decide to purchase the E-Reader based on its design and functionality."" and not ""Decide not to purchase the E-Reader due to the risk of malicious software."". The behavior of Isla can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen98_sev3_judge,The E-Reader that Isla is considering buying contains malware that steals personal information. Isla carefully inspects the exterior of the used E-Reader being sold at a great price.,"Next, Isla ""Isla will likely purchase the E-Reader, satisfied with the inspection."" and not ""Isla would immediately report the malware-infected E-Reader and refuse to make the purchase."". The behavior of Isla can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen100_sev3_judge,"The backpack that Sarah is selling was previously used to smuggle illegal drugs and still has traces of the substances inside. Sarah enthusiastically shows Jordan all the great features of the backpack, like the sturdy zippers and multiple pockets.","Next, Jordan ""Jordan will probably decide to purchase the backpack."" and not ""Jordan would immediately refuse to purchase the backpack and may even report Sarah to the authorities for attempting to sell an item used in illegal activities."". The behavior of Jordan can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen101_sev2_judge,"Sarah's vintage car looks impeccably maintained from the outside, but it has a critical flaw in its braking system that occasionally fails without warning. Sarah, beaming with pride, walks the potential buyers around the vintage car, pointing out its pristine exterior and original interior.","Next, potential buyers ""Express admiration for the car's condition and discuss the possibility of making an offer."" and not ""Express concerns about the safety of the car due to the braking system flaw."". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
gen101_sev3_judge,"The vintage car's engine has a hidden defect that could cause it to catch fire after prolonged use. Sarah, beaming with pride, walks the potential buyers around the vintage car, pointing out its pristine exterior and original interior.","Next, potential buyers ""Express admiration for the car's condition and discuss the possibility of making an offer."" and not ""Express serious concerns about the engine's safety and reconsider making an offer."". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen102_sev2_judge,"Sarah's vintage car has a cracked engine block that will cause the engine to fail soon. Sarah takes her shiny red vintage convertible out for a spin with the potential buyers riding along, proudly showing off the car's sleek curves and pristine leather seats.","Next, potential buyers ""make an offer to purchase the classic car"" and not ""decline to buy the car due to the severely damaged engine"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen104_sev2_judge,"Michael's antique clock is a stunning piece, but it contains a hidden listening device. At the flea market, Michael enthusiastically demonstrates the intricate features and craftsmanship of the antique clock to potential buyers.","Next, potential buyers ""express interest in purchasing the unique and beautiful antique clock"" and not ""refuse to buy the clock due to concerns about the hidden listening device"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen104_sev3_judge,"Michael's antique clock is a stunning piece, but it is cursed and brings misfortune to its owner. At the flea market, Michael enthusiastically demonstrates the intricate features and craftsmanship of the antique clock to potential buyers.","Next, potential buyers ""express interest in purchasing the unique and beautiful antique clock"" and not ""immediately leave the flea market to avoid the cursed antique clock"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Reasonable', 'Not reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,judgement,Reasonable,Not reasonable
gen108_sev3_judge,"David's luxury yacht was previously owned by a notorious drug cartel and has hidden compartments filled with illegal substances. On a sunny afternoon, David enthusiastically presents his luxurious yacht to potential buyers, highlighting its state-of-the-art features and sleek design.","Next, potential buyers ""express strong interest in purchasing the impressive luxury yacht"" and not ""immediately contact the authorities to report the yacht's criminal history and hidden contraband"". The behavior of potential buyers can be best described as: ",seller_info_in_second_hand_market,"{'text': array(['Not reasonable', 'Reasonable'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,judgement,Not reasonable,Reasonable
